,dates,home_vs_away,venue,competition,final_score,goal_events,card_events
552,Op zondag 20 december,Speelde ADO Den Haag thuis tegen Ajax,in Bingoal Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Ajax wint uit met 2-4 van ADO Den Haag,"D. Tadić scoorde voor Ajax in de 1e helft in minuut 20, K. Huntelaar scoorde voor Ajax in de 1e helft in minuut 22, Z. Labyad scoorde voor Ajax in de 1e helft in minuut 30, K. Huntelaar scoorde voor Ajax in de 1e helft in minuut 32, M. Kramer scoorde voor ADO Den Haag in de 2e helft in minuut 49, S. Bourard scoorde voor ADO Den Haag in de 2e helft in minuut 70",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
553,Op zondag 20 december,Speelde sc Heerenveen thuis tegen Heracles Almelo,in Abe Lenstra Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Heracles Almelo wint uit met 1-2 van sc Heerenveen,"D. Burgzorg scoorde voor Heracles in de 1e helft in minuut 6, M. Knoester scoorde voor Heracles in de 2e helft in minuut 48, J. Veerman scoorde voor Heerenveen in de 2e helft in minuut 57","S. Bakış van Heracles kreeg in de 1e helft in minuut 33 een gele kaart, J. van Hecke van Heerenveen kreeg in de 2e helft in minuut 54 een gele kaart, M. Knoester van Heracles kreeg in de 2e helft in minuut 64 een gele kaart, P. Bochniewicz van Heerenveen kreeg in de 2e helft in minuut 88 een rode kaart"
554,Op zondag 20 december,Speelde Vitesse thuis tegen Feyenoord,in GelreDome,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",Vitesse wint thuis met 1-0 van Feyenoord,O. Darfalou scoorde voor Vitesse in de 1e helft in minuut 40,"O. Tannane van Vitesse kreeg in de 1e helft in minuut 32 een gele kaart, O. Darfalou van Vitesse kreeg in de 2e helft in minuut 53 een gele kaart, B. Nieuwkoop van Feyenoord kreeg in de 2e helft in minuut 67 een gele kaart, J. Rasmussen van Vitesse kreeg in de 2e helft in minuut 73 een gele kaart, I. Touré van Vitesse kreeg in de 2e helft in minuut 86 een gele kaart"
555,Op zaterdag 19 december,Speelde FC Utrecht thuis tegen Fortuna Sittard,in Stadion Galgenwaard,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Utrecht en Fortuna Sittard hebben gelijk gespeeld met 1-1,"M. Mahi scoorde voor Utrecht in de 2e helft in minuut 52, S. Polter scoorde voor Fortuna Sittard in de 2e helft in minuut 62","G. Kerk van Utrecht kreeg in de 2e helft in minuut 81 een gele kaart, M. Angha van Fortuna Sittard kreeg in de 2e helft in minuut 86 een gele kaart, S. Polter van Fortuna Sittard kreeg in de 2e helft in minuut 90 een gele kaart"
556,Op zaterdag 19 december,Speelde RKC Waalwijk thuis tegen PSV,in Mandemakers Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PSV wint uit met 1-4 van RKC Waalwijk,"C. Gakpo scoorde voor PSV in de 1e helft in minuut 11, M. Ihattaren scoorde voor PSV in de 1e helft in minuut 14, D. Dumfries scoorde voor PSV in de 2e helft in minuut 71, F. Stokkers scoorde voor RKC Waalwijk in de 2e helft in minuut 86, N. Madueke scoorde voor PSV in de 2e helft in minuut 95","P. Max van PSV kreeg in de 2e helft in minuut 59 een gele kaart, C. Ngonge van RKC Waalwijk kreeg in de 2e helft in minuut 63 een gele kaart, P. Rosario van PSV kreeg in de 2e helft in minuut 78 een gele kaart"
557,Op zaterdag 19 december,Speelde VVV-Venlo thuis tegen FC Twente,in Covebo Stadion - De Koel -,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Twente wint uit met 1-2 van VVV-Venlo,"Danilo scoorde voor Twente in de 1e helft in minuut 27, L. Ilić scoorde voor Twente in de 2e helft in minuut 63, E. Linthorst scoorde voor VVV in de 2e helft in minuut 70","L. Ilić van Twente kreeg in de 1e helft in minuut 40 een gele kaart, L. Schmitz van VVV kreeg in de 2e helft in minuut 75 een gele kaart, V. van Crooij van VVV kreeg in de 2e helft in minuut 78 een gele kaart, Danilo van Twente kreeg in de 2e helft in minuut 85 een gele kaart"
558,Op zaterdag 19 december,Speelde Sparta Rotterdam thuis tegen FC Groningen,in Sparta-Stadion Het Kasteel,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",FC Groningen wint uit met 2-3 van Sparta Rotterdam,"W. Dammers scoorde voor Groningen in de 1e helft in minuut 16, L. Thy scoorde voor Sparta Rotterdam in de 1e helft in minuut 36, J. Strand Larsen scoorde voor Groningen in de 2e helft in minuut 53, J. Strand Larsen scoorde voor Groningen in de 2e helft in minuut 73, W. Burger scoorde voor Sparta Rotterdam in de 2e helft in minuut 79",M. Pinto van Sparta Rotterdam kreeg in de 2e helft in minuut 71 een gele kaart
559,Op vrijdag 18 december,Speelde PEC Zwolle thuis tegen FC Emmen,in MAC³PARK Stadion,"De wedstrijd werd gespeeld in de 2020-21 Eredivisie, Regulier seizoen competitie",PEC Zwolle en FC Emmen hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
560,Op zondag 19 februari,Speelde De Graafschap thuis tegen Roda JC Kerkrade,in Stadion De Vijverberg,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,De Graafschap wint thuis met 2-0 van Roda JC Kerkrade,"R. Hillen scoorde voor De Graafschap in de 1e helft in minuut 28, Jeffry Fortes scoorde voor De Graafschap in de 1e helft in minuut 43","D. Haen van De Graafschap kreeg in de 1e helft in minuut 20 een gele kaart, L. Kaak van De Graafschap kreeg in de 1e helft in minuut 31 een gele kaart, B. Limbombe van Roda JC kreeg in de 1e helft in minuut 34 een gele kaart"
561,Op zaterdag 21 januari,Speelde FC Dordrecht thuis tegen Telstar,in Matchoholic Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,FC Dordrecht en Telstar hebben gelijk gespeeld met 0-0,Beide partijen wisten niet te scoren,Beide partijen hebben geen kaarten gekregen van de scheidsrechter
562,Op maandag 9 januari,Speelde Jong FC Utrecht thuis tegen Jong AZ,in Sportcomplex Zoudenbalch,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Jong AZ wint uit met 0-2 van Jong FC Utrecht,"Y. Barası scoorde voor AZ II in de 2e helft in minuut 76, Y. Barası scoorde voor AZ II in de 2e helft in minuut 88","J. Eersteling van Utrecht II kreeg in de 2e helft in minuut 54 een gele kaart, T. Nijhuis van Utrecht II kreeg in de 2e helft in minuut 75 een gele kaart, Y. Barası van AZ II kreeg in de 2e helft in minuut 76 een gele kaart, A. Boumenjal van Utrecht II kreeg in de 2e helft in minuut 87 een gele kaart"
563,Op donderdag 15 december,Speelde Jong PSV thuis tegen Jong Ajax,in Philips Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Jong PSV en Jong Ajax hebben gelijk gespeeld met 2-2,"J. Banel scoorde voor Ajax II in de 1e helft in minuut 39, M. Tielemans scoorde voor PSV II in de 2e helft in minuut 52, S. Vos scoorde voor Ajax II in de 2e helft in minuut 58, M. Jiménez scoorde voor PSV II in de 2e helft in minuut 74",Beide partijen hebben geen kaarten gekregen van de scheidsrechter
564,Op maandag 12 december,Speelde PEC Zwolle thuis tegen Helmond Sport,in MAC³PARK Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,PEC Zwolle wint thuis met 1-0 van Helmond Sport,T. van den Belt scoorde voor PEC Zwolle in de 1e helft in minuut 30,"W. Essanoussi van Helmond Sport kreeg in de 1e helft in minuut 26 een gele kaart, Y. Taha van PEC Zwolle kreeg in de 2e helft in minuut 51 een gele kaart, F. Van Den Eynden van Helmond Sport kreeg in de 2e helft in minuut 79 een gele kaart"
565,Op zondag 11 december,Speelde Willem II thuis tegen NAC Breda,in Koning Willem II Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,NAC Breda wint uit met 1-2 van Willem II,"J. Bokila scoorde voor Willem II in de 1e helft in minuut 9, R. Ligeon scoorde voor NAC Breda in de 2e helft in minuut 47, J. Antonia scoorde voor NAC Breda in de 2e helft in minuut 52","M. Svensson van Willem II kreeg in de 1e helft in minuut 41 een gele kaart, M. Verreth van Willem II kreeg in de 2e helft in minuut 56 een gele kaart, O. Velanas van NAC Breda kreeg in de 2e helft in minuut 86 een gele kaart, J. Hornkamp van Willem II kreeg in de 2e helft in minuut 86 een gele kaart"
566,Op zondag 20 november,Speelde FC Dordrecht thuis tegen Willem II,in Matchoholic Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,FC Dordrecht en Willem II hebben gelijk gespeeld met 2-2,"M. Svensson scoorde voor Willem II in de 1e helft in minuut 3, S. Longo scoorde voor Dordrecht in de 1e helft in minuut 19, A. Baldé scoorde voor Dordrecht in de 1e helft in minuut 31, M. de Leeuw scoorde voor Willem II in de 2e helft in minuut 79","L. Owusu van Willem II kreeg in de 1e helft in minuut 27 een gele kaart, A. Baldé van Dordrecht kreeg in de 1e helft in minuut 33 een gele kaart, Elso Brito van Dordrecht kreeg in de 2e helft in minuut 77 een gele kaart, B. Camara van Dordrecht kreeg in de 2e helft in minuut 91 een gele kaart, Pol Llonch van Willem II kreeg in de 2e helft in minuut 94 een gele kaart, J. Schuurman van Dordrecht kreeg in de 2e helft in minuut 96 een gele kaart"
567,Op vrijdag 18 november,Speelde Helmond Sport thuis tegen De Graafschap,in GS Staalwerken Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,De Graafschap wint uit met 0-2 van Helmond Sport,"C. Neghli scoorde voor De Graafschap in de 1e helft in minuut 5, M. Kaandorp scoorde voor De Graafschap in de 1e helft in minuut 12","R. van der Meer van Helmond Sport kreeg in de 1e helft in minuut 25 een gele kaart, Jeffry Fortes van De Graafschap kreeg in de 1e helft in minuut 27 een gele kaart, P. Brittijn van De Graafschap kreeg in de 1e helft in minuut 28 een gele kaart"
568,Op vrijdag 18 november,Speelde FC Eindhoven thuis tegen Telstar,in Jan Louwers Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,FC Eindhoven wint thuis met 3-0 van Telstar,"B. De Keersmaecker scoorde voor Eindhoven in de 1e helft in minuut 11, J. Dahlhaus scoorde voor Eindhoven in de 2e helft in minuut 88, E. Rottier scoorde voor Eindhoven in de 2e helft in minuut 92","A. Najah van Telstar kreeg in de 1e helft in minuut 8 een gele kaart, T. Persyn van Eindhoven kreeg in de 2e helft in minuut 80 een gele kaart"
569,Op donderdag 17 november,Speelde Jong AZ thuis tegen Jong Ajax,in AFAS Trainingscomplex,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Jong AZ en Jong Ajax hebben gelijk gespeeld met 1-1,"C. Rasmussen scoorde voor Ajax II in de 1e helft in minuut 41, D. Reverson scoorde voor AZ II in de 2e helft in minuut 82",D. Reverson van AZ II kreeg in de 2e helft in minuut 88 een gele kaart
570,Op donderdag 17 november,Speelde Jong PSV thuis tegen Jong FC Utrecht,in PSV Campus De Herdgang,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Jong PSV wint thuis met 2-1 van Jong FC Utrecht,"D. Sanches Fernandes scoorde voor Utrecht II in de 1e helft in minuut 21, J. Antonisse scoorde voor PSV II in de 2e helft in minuut 72, J. Antonisse scoorde voor PSV II in de 2e helft in minuut 92","R. El Arguioui van Utrecht II kreeg in de 1e helft in minuut 34 een gele kaart, M. Nassoh van PSV II kreeg in de 2e helft in minuut 86 een gele kaart, J. Antonisse van PSV II kreeg in de 2e helft in minuut 93 een gele kaart"
571,Op zondag 13 november,Speelde Almere City FC thuis tegen FC Dordrecht,in Yanmar Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Almere City FC wint thuis met 2-1 van FC Dordrecht,"S. Resink scoorde voor Almere City in de 1e helft in minuut 2, S. Longo scoorde voor Dordrecht in de 1e helft in minuut 4, A. Limbombe scoorde voor Almere City in de 2e helft in minuut 86","T. Barbet van Almere City kreeg in de 1e helft in minuut 3 een gele kaart, B. Camara van Dordrecht kreeg in de 1e helft in minuut 41 een gele kaart, M. Suray van Dordrecht kreeg in de 2e helft in minuut 82 een gele kaart"
572,Op zaterdag 12 november,Speelde Roda JC Kerkrade thuis tegen Helmond Sport,in Parkstad Limburg Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Helmond Sport wint uit met 0-1 van Roda JC Kerkrade,M. Kaars scoorde voor Helmond Sport in de 2e helft in minuut 56,"M. Chacón van Helmond Sport kreeg in de 1e helft in minuut 29 een gele kaart, T. van de Pavert van Roda JC kreeg in de 1e helft in minuut 29 een gele kaart, T. Beugelsdijk van Helmond Sport kreeg in de 1e helft in minuut 35 een gele kaart, B. van Vlerken van Helmond Sport kreeg in de 1e helft in minuut 38 een gele kaart, N. Vossebelt van Roda JC kreeg in de 2e helft in minuut 95 een gele kaart"
573,Op zaterdag 17 september,Speelde FC Den Bosch thuis tegen TOP Oss,in Stadion De Vliert,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,FC Den Bosch wint thuis met 4-1 van TOP Oss,"T. Lake scoorde voor TOP Oss in de 1e helft in minuut 9, A. Ahannach scoorde voor Den Bosch in de 1e helft in minuut 17, J. Konings scoorde voor Den Bosch in de 1e helft in minuut 45, J. Konings scoorde voor Den Bosch in de 2e helft in minuut 68, R. Leijten scoorde voor Den Bosch in de 2e helft in minuut 75","J. Konings van Den Bosch kreeg in de 1e helft in minuut 19 een gele kaart, L. Piqué van TOP Oss kreeg in de 1e helft in minuut 19 een gele kaart, S. van der Heijden van Den Bosch kreeg in de 1e helft in minuut 23 een gele kaart, T. Lake van TOP Oss kreeg in de 1e helft in minuut 23 een gele kaart, J. Sanches van TOP Oss kreeg in de 1e helft in minuut 39 een gele kaart, J. van der Winden van Den Bosch kreeg in de 1e helft in minuut 39 een gele kaart, S. van Bakel van Den Bosch kreeg in de 2e helft in minuut 80 een gele kaart"
574,Op maandag 5 september,Speelde Jong Ajax thuis tegen Heracles Almelo,in Sportpark De Toekomst,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Jong Ajax wint thuis met 4-0 van Heracles Almelo,"L. Lucca scoorde voor Ajax II in de 1e helft in minuut 45, L. Lucca scoorde voor Ajax II in de 2e helft in minuut 57, D. Warmerdam scoorde voor Ajax II in de 2e helft in minuut 73, D. Warmerdam scoorde voor Ajax II in de 2e helft in minuut 81",L. Lucca van Ajax II kreeg in de 1e helft in minuut 39 een gele kaart
575,Op zondag 4 september,Speelde MVV Maastricht thuis tegen Roda JC Kerkrade,in De Geusselt,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,MVV Maastricht en Roda JC Kerkrade hebben gelijk gespeeld met 1-1,"J. Steuckers scoorde voor MVV in de 1e helft in minuut 5, R. Postema scoorde voor Roda JC in de 2e helft in minuut 90","K. Kostons van MVV kreeg in de 2e helft in minuut 94 een gele kaart, A. van der Heide van Roda JC kreeg in de 2e helft in minuut 95 een gele kaart, L. Schenk van MVV kreeg in de 2e helft in minuut 96 een gele kaart"
576,Op donderdag 1 september,Speelde Telstar thuis tegen De Graafschap,in BUKO Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,De Graafschap wint uit met 0-1 van Telstar,G. Korte scoorde voor De Graafschap in de 2e helft in minuut 50,"G. Korte van De Graafschap kreeg in de 1e helft in minuut 21 een gele kaart, R. Hillen van De Graafschap kreeg in de 1e helft in minuut 45 een gele kaart, C. Seedorf van Telstar kreeg in de 1e helft in minuut 45 een gele kaart, C. Giousis van Telstar kreeg in de 2e helft in minuut 62 een gele kaart, K. Blommestijn van Telstar kreeg in de 2e helft in minuut 71 een gele kaart"
577,Op zondag 28 augustus,Speelde ADO Den Haag thuis tegen Jong Ajax,in Bingoal Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,ADO Den Haag wint thuis met 4-0 van Jong Ajax,"J. Zwarts scoorde voor ADO Den Haag in de 1e helft in minuut 2, X. Severina scoorde voor ADO Den Haag in de 1e helft in minuut 38, M. de Waal scoorde voor ADO Den Haag in de 2e helft in minuut 48, X. Severina scoorde voor ADO Den Haag in de 2e helft in minuut 60","T. Asante van ADO Den Haag kreeg in de 1e helft in minuut 19 een gele kaart, G. Breinburg van ADO Den Haag kreeg in de 2e helft in minuut 60 een gele kaart"
578,Op maandag 15 augustus,Speelde MVV Maastricht thuis tegen NAC Breda,in De Geusselt,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,MVV Maastricht wint thuis met 3-1 van NAC Breda,"K. Kostons scoorde voor MVV in de 1e helft in minuut 9, M. Remans scoorde voor MVV in de 1e helft in minuut 12, R. van Bommel scoorde voor MVV in de 2e helft in minuut 66, J. van der Sande scoorde voor NAC Breda in de 2e helft in minuut 71","T. Velthuis van NAC Breda kreeg in de 1e helft in minuut 11 een gele kaart, A. Plat van NAC Breda kreeg in de 1e helft in minuut 30 een gele kaart, K. Kostons van MVV kreeg in de 1e helft in minuut 45 een gele kaart, R. Zeegers van MVV kreeg in de 2e helft in minuut 47 een gele kaart"
579,Op maandag 15 augustus,Speelde Jong FC Utrecht thuis tegen Heracles Almelo,in Stadion Galgenwaard,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,Heracles Almelo wint uit met 0-3 van Jong FC Utrecht,"N. Laursen scoorde voor Heracles in de 1e helft in minuut 9, S. Armenteros scoorde voor Heracles in de 1e helft in minuut 36, N. Laursen scoorde voor Heracles in de 1e helft in minuut 41","Y. Ikeshita van Utrecht II kreeg in de 2e helft in minuut 55 een gele kaart, G. Yah van Utrecht II kreeg in de 2e helft in minuut 62 een gele kaart, L. Edhart van Utrecht II kreeg in de 2e helft in minuut 82 een gele kaart"
580,Op zondag 14 augustus,Speelde ADO Den Haag thuis tegen FC Den Bosch,in Bingoal Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,FC Den Bosch wint uit met 0-2 van ADO Den Haag,"A. Ahannach scoorde voor Den Bosch in de 1e helft in minuut 39, Asier Córdoba scoorde voor Den Bosch in de 1e helft in minuut 41","R. Leijten van Den Bosch kreeg in de 2e helft in minuut 51 een gele kaart, S. Komljenovic van ADO Den Haag kreeg in de 2e helft in minuut 64 een gele kaart, T. Verheydt van ADO Den Haag kreeg in de 2e helft in minuut 85 een gele kaart, B. Kemper van ADO Den Haag kreeg in de 2e helft in minuut 93 een gele kaart"
581,Op zondag 7 augustus,Speelde PEC Zwolle thuis tegen De Graafschap,in MAC³PARK Stadion,De wedstrijd werd gespeeld in de 2022-23 Keuken Kampioen Divisie competitie,PEC Zwolle wint thuis met 2-1 van De Graafschap,"T. van den Belt scoorde voor PEC Zwolle in de 1e helft in minuut 34, C. Benschop scoorde voor De Graafschap in de 2e helft in minuut 76, A. Vellios scoorde voor PEC Zwolle in de 2e helft in minuut 78","X. Schenk van De Graafschap kreeg in de 2e helft in minuut 55 een gele kaart, H. Bouihrouchane van De Graafschap kreeg in de 2e helft in minuut 55 een gele kaart, G. Kastaneer van PEC Zwolle kreeg in de 2e helft in minuut 76 een gele kaart, T. van den Belt van PEC Zwolle kreeg in de 2e helft in minuut 83 een gele kaart"
